p,x,y,j,c
460-00-439848-2,114.248255,30.624815,C12,1
460-00-438689-2,114.24675,30.52447,C12,1
460-00-303152-130,114.30165,30.598034,C12,1
460-00-439343-1,114.26644,30.60345,C12,1
460-00-439360-3,114.24395,30.55173,C12,1
460-00-710010-192,114.32361,30.60281,C12,1
460-00-435482-6,114.26026,30.63111,C12,1
460-00-305571-130,114.26264,30.61325,C12,1
460-00-435546-2,114.29522,30.59231,C12,1
460-00-185302-65,114.25976,30.603062,C12,1
460-00-440202-1,114.12988,30.47807,C12,1
460-00-304519-135,114.28287,30.58774,C12,1
460-00-440141-2,114.17427,30.52266,C12,1
460-00-434318-12,114.11554,30.45491,C12,1
460-00-185171-65,114.280525,30.587503,C12,1
460-00-185428-74,114.29044,30.583501,C12,1
460-00-439865-1,114.254042,30.602395,C12,1
460-00-185069-71,114.201164,30.557165,C12,1
460-00-435482-5,114.26026,30.631113,C12,1
460-00-440279-3,114.22035,30.49034,C12,1
460-00-304081-131,114.201486,30.506388,C12,1
460-00-584419-129,114.28881,30.70417,C12,1
460-00-303124-8,114.29079,30.58388,C12,1
460-00-438343-8,114.26595,30.58221,C12,1
460-00-438332-1,114.29611,30.58692,C12,1
460-00-440191-12,114.270084,30.576459,C12,1
460-00-439792-3,114.28289,30.583515,C12,1
460-00-304771-134,114.268166,30.56846,C12,1
460-00-439156-1,114.150764,30.486372,C12,1
460-00-35772-193,114.29102,30.589664,C12,1
460-00-303104-140,114.23252,30.65261,C12,1
460-00-186965-66,114.203995,30.565428,C12,1
460-00-438693-1,114.25769,30.53194,C12,1
460-00-186902-64,114.14561,30.618294,C12,1
460-00-439411-3,114.21405,30.53172,C12,1
460-00-438885-1,114.28897,30.58201,C12,1
460-00-564620-68,114.28682,30.596937,C12,1
460-00-439546-2,114.06549,30.45069,C12,1
460-00-438655-2,114.24048,30.62894,C12,1
460-00-438312-3,114.20712,30.56881,C12,1
460-00-710013-203,114.25011,30.62035,C12,1
460-00-584597-129,114.26471,30.60332,C12,1
460-00-185510-64,114.26666,30.580559,C12,1
460-00-442587-4,114.23223,30.651653,C12,1
460-00-439590-2,114.07661,30.46314,C12,1
460-00-303152-132,114.30165,30.598101,C12,1
460-00-439471-2,114.23184,30.55821,C12,1
460-00-583792-132,114.20135,30.62462,C12,1
460-00-304565-129,114.28459,30.57906,C12,1
460-00-307957-135,114.26858,30.58706,C12,1
460-00-304518-131,114.265926,30.607495,C12,1
460-00-185103-65,114.270515,30.600033,C12,1
460-00-186301-66,114.13674,30.653401,C12,1
460-00-434347-2,114.14547,30.483006,C12,1
460-00-439832-3,114.27361,30.58583,C12,1
460-00-439421-1,114.18616,30.53476,C12,1
460-00-438302-2,114.272224,30.583439,C12,1
460-00-584031-133,114.15487,30.51889,C12,1
460-00-438402-3,114.28961,30.62688,C12,1
460-00-438328-3,114.221405,30.582415,C12,1
460-00-304536-130,114.07549,30.44292,C12,1
460-00-442473-1,114.20672,30.64233,C12,1
460-00-185510-66,114.26662,30.580593,C12,1
460-00-36242-196,114.28776,30.58182,C12,1
460-00-438860-3,114.28667,30.59694,C12,1
460-00-303625-129,114.09276,30.472893,C12,1
460-00-439502-3,114.27126,30.54785,C12,1
460-00-710010-195,114.33217,30.63463,C12,1
460-00-710013-211,114.250101,30.62035,C12,1
460-00-305078-139,114.27139,30.68228,C12,1
460-00-435244-1,114.093301,30.424824,C12,1
460-00-439586-1,114.23788,30.56115,C12,1
460-00-304107-134,114.282457,30.605549,C12,1
460-00-439628-1,114.20874,30.50075,C12,1
460-00-439350-2,114.24478,30.553581,C12,1
460-00-435451-2,114.33853,30.65924,C12,1
460-00-438284-1,114.21376,30.560686,C12,1
460-00-438589-3,114.286026,30.634258,C12,1
460-00-184888-64,114.21738,30.566746,C12,1
460-00-439861-2,114.24031,30.62043,C12,1
460-00-304926-135,114.15599,30.51926,C12,1
460-00-439238-3,114.33667,30.65917,C12,1
460-00-442742-14,114.268902,30.585815,C12,1
460-00-36351-193,114.318794,30.636477,C12,1
460-00-438852-2,114.25144,30.61041,C12,1
460-00-303875-129,114.236932,30.64311,C12,1
460-00-709840-192,114.19336,30.59941,C12,1
460-00-435880-2,114.24357,30.63345,C12,1
460-00-439711-16,114.29326,30.58871,C12,1
460-00-438302-3,114.27232,30.58355,C12,1
460-00-438306-1,114.20827,30.56303,C12,1
460-00-439839-17,114.260544,30.58297,C12,1
460-00-438885-3,114.28897,30.58201,C12,1
460-00-185420-66,114.306244,30.616997,C12,1
460-00-303133-130,114.281612,30.570907,C12,1
460-00-438909-1,114.29363,30.58984,C12,1
460-00-564517-64,114.27001,30.58036,C12,1
460-00-439770-3,114.30532,30.61126,C12,1
460-00-439854-2,114.30634,30.616932,C12,1
460-00-439711-1,114.29094,30.587532,C12,1
460-00-439358-3,114.135501,30.477083,C12,1
460-00-185233-65,114.27296,30.58094,C12,1
460-00-185041-65,114.279396,30.589123,C12,1
460-00-438831-1,114.26317,30.586382,C12,1
460-00-439224-1,114.14574,30.473276,C12,1
460-00-439763-2,114.26969,30.58672,C12,1
460-00-564517-68,114.27001,30.58036,C12,1
460-00-564549-69,114.36505,30.692131,C12,1
460-00-584166-134,114.120918,30.662732,C12,1
460-00-710013-214,114.25011,30.62035,C12,1
460-00-440192-3,114.33996,30.66697,C12,1
460-00-439924-17,114.189304,30.63276,C12,1
460-00-439231-3,114.26604,30.562576,C12,1
460-00-439361-3,114.32197,30.630207,C12,1
460-00-564786-66,114.20164,30.56606,C12,1
460-00-440172-1,114.22788,30.55579,C12,1
460-00-185421-65,114.314095,30.629105,C12,1
460-00-305425-129,114.13704,30.488342,C12,1
460-00-304081-134,114.201486,30.506388,C12,1
460-00-185003-67,114.21385,30.56853,C12,1
460-00-305569-134,114.26812,30.60486,C12,1
460-00-438610-1,114.19738,30.60874,C12,1
460-00-584287-134,114.25314,30.58078,C12,1
460-00-439687-1,114.25597,30.61882,C12,1
460-00-303335-134,114.278275,30.571716,C12,1
460-00-564682-66,114.22588,30.57533,C12,1
460-00-186237-69,114.120997,30.647015,C12,1
460-00-184888-66,114.217384,30.566698,C12,1
460-00-303250-130,114.29824,30.59391,C12,1
460-00-305775-132,114.157501,30.52169,C12,1
460-00-710010-194,114.32361,30.60281,C12,1
460-00-439924-16,114.189304,30.63276,C12,1
460-00-439911-3,114.33556,30.71694,C12,1
460-00-439875-2,114.29463,30.58426,C12,1
460-00-440160-12,114.23738,30.65379,C12,1
460-00-438718-4,114.124491,30.462057,C12,1
460-00-584586-140,114.26726,30.59427,C12,1
460-00-185171-64,114.28048,30.587513,C12,1
460-00-439672-2,114.25958,30.60467,C12,1
460-00-434959-8,114.16017,30.62098,C12,1
460-00-303105-131,114.23252,30.65261,C12,1
460-00-438860-1,114.28667,30.59694,C12,1
460-00-438457-1,114.27639,30.60389,C12,1
460-00-185655-65,114.27033,30.57634,C12,1
460-00-438388-1,114.07938,30.46048,C12,1
460-00-439071-2,114.26516,30.57761,C12,1
460-00-439833-1,114.298401,30.604273,C12,1
460-00-303655-129,114.33538,30.71142,C12,1
460-00-443363-1,114.26557,30.58201,C12,1
460-00-442742-16,114.268902,30.585815,C12,1
460-00-438651-9,114.22071,30.55045,C12,1
460-00-303497-140,114.161991,30.620044,C12,1
460-00-36161-194,114.17215,30.511103,C12,1
460-00-187262-64,114.14161,30.61624,C12,1
460-00-584658-129,114.32086,30.638855,C12,1
460-00-308025-131,114.31787,30.62369,C12,1
460-00-439763-1,114.26969,30.58672,C12,1
460-00-439495-1,114.15726,30.59194,C12,1
460-00-187300-65,114.190346,30.547001,C12,1
460-00-710013-204,114.25011,30.62035,C12,1
460-00-439189-2,114.27919,30.60688,C12,1
460-00-184944-66,114.27657,30.603966,C12,1
460-00-439724-1,114.285743,30.581817,C12,1
460-00-584166-138,114.120929,30.663484,C12,1
460-00-184992-66,114.265274,30.549372,C12,1
460-00-184947-65,114.27702,30.590181,C12,1
460-00-438457-2,114.27671,30.60401,C12,1
460-00-439924-13,114.189304,30.63276,C12,1
460-00-303152-131,114.30163,30.598036,C12,1
460-00-440082-2,114.13634,30.58068,C12,1
460-00-305733-130,114.212944,30.52602,C12,1
460-00-439568-2,114.20344,30.49531,C12,1
460-00-439042-1,114.214166,30.603611,C12,1
460-00-710013-212,114.250101,30.62035,C12,1
460-00-308150-132,114.25303,30.583721,C12,1
460-00-304926-133,114.15633,30.52011,C12,1
460-00-438471-2,114.27684,30.566841,C12,1
460-00-434318-11,114.11554,30.45491,C12,1
460-00-304771-135,114.268311,30.56868,C12,1
460-00-439672-3,114.25958,30.60467,C12,1
460-00-438777-3,114.22156,30.56762,C12,1
460-00-435544-6,114.187101,30.529148,C12,1
460-00-36238-196,114.28053,30.58687,C12,1
460-00-438894-19,114.30444,30.60061,C12,1
460-00-439797-3,114.23314,30.58336,C12,1
460-00-443419-3,114.28372,30.57716,C12,1
460-00-305773-145,114.15648,30.520801,C12,1
460-00-186830-65,114.14457,30.634298,C12,1
460-00-440125-4,114.176094,30.524116,C12,1
460-00-185572-67,114.28535,30.584244,C12,1
460-00-438319-1,114.28277,30.58104,C12,1
460-00-186965-65,114.20398,30.565416,C12,1
460-00-438642-12,114.12159,30.47603,C12,1
460-00-584346-136,114.17949,30.59602,C12,1
460-00-185755-66,114.225784,30.666348,C12,1
460-00-442810-2,114.205221,30.563135,C12,1
460-00-438811-1,114.15061,30.49278,C12,1
460-00-435546-3,114.29522,30.59231,C12,1
460-00-438280-3,114.28294,30.579001,C12,1
460-00-442858-1,114.25858,30.60632,C12,1
460-00-435003-2,114.28895,30.58851,C12,1
460-00-303399-141,114.27189,30.57184,C12,1
460-00-308260-138,114.29508,30.60128,C12,1
460-00-184954-64,114.26857,30.582664,C12,1
460-00-438903-15,114.24658,30.619707,C12,1
460-00-584586-138,114.26726,30.59427,C12,1
460-00-305488-140,114.28463,30.58041,C12,1
460-00-584205-130,114.13074,30.47194,C12,1
460-00-308061-129,114.12544,30.47599,C12,1
460-00-305279-129,114.256516,30.579332,C12,1
460-00-439219-3,114.26402,30.53978,C12,1
460-00-438306-2,114.20827,30.56303,C12,1
460-00-435109-1,114.26621,30.64263,C12,1
460-00-35758-193,114.22319,30.575796,C12,1
460-00-303728-139,114.267811,30.539096,C12,1
460-00-438289-1,114.205842,30.570931,C12,1
460-00-303104-134,114.23252,30.65261,C12,1
460-00-438521-2,114.24243,30.54841,C12,1
460-00-584586-145,114.26607,30.59318,C12,1
460-00-438424-1,114.28841,30.58083,C12,1
460-00-439795-14,114.30944,30.61251,C12,1
460-00-36232-195,114.294173,30.582054,C12,1
460-00-438881-3,114.20142,30.56898,C12,1
460-00-584034-135,114.15792,30.51322,C12,1
460-00-442742-5,114.26929,30.58536,C12,1
460-00-438389-2,114.08123,30.45874,C12,1
460-00-584166-135,114.120929,30.663484,C12,1
460-00-434896-3,114.272905,30.569152,C12,1
460-00-564691-66,114.24484,30.518887,C12,1
460-00-185631-69,114.14456,30.490831,C12,1
460-00-710013-224,114.25011,30.62035,C12,1
460-00-305185-129,114.08746,30.451199,C12,1
460-00-184983-64,114.27228,30.57875,C12,1
460-00-584648-129,114.26974,30.586622,C12,1
460-00-185210-64,114.271706,30.581778,C12,1
460-00-435107-4,114.262341,30.625865,C12,1
460-00-303399-143,114.271671,30.571391,C12,1
460-00-443396-3,114.243034,30.554455,C12,1
460-00-185363-65,114.30854,30.619799,C12,1
460-00-439824-5,114.28389,30.58501,C12,1
460-00-185048-66,114.28319,30.58819,C12,1
460-00-438298-1,114.25777,30.55281,C12,1
460-00-438970-3,114.18085,30.61443,C12,1
460-00-439537-3,114.26054,30.54571,C12,1
460-00-35754-195,114.14626,30.509493,C12,1
460-00-184919-64,114.27365,30.585892,C12,1
460-00-185435-64,114.30637,30.60571,C12,1
460-00-442873-1,114.27203,30.60956,C12,1
460-00-308170-128,114.21945,30.622213,C12,1
460-00-442756-6,114.24852,30.52173,C12,1
460-00-185814-66,114.276794,30.638283,C12,1
460-00-439212-1,114.20356,30.56963,C12,1
460-00-440081-4,114.14777,30.578865,C12,1
460-00-307922-130,114.219201,30.557528,C12,1
460-00-439537-2,114.26054,30.54571,C12,1
460-00-438602-2,114.32136,30.64085,C12,1
460-00-37135-192,114.30316,30.60293,C12,1
460-00-440189-1,114.16319,30.47711,C12,1
460-00-439543-3,114.21645,30.49098,C12,1
460-00-440132-3,114.27934,30.58918,C12,1
460-00-438279-3,114.26884,30.582178,C12,1
460-00-185096-65,114.265625,30.574322,C12,1
460-00-564523-65,114.27001,30.58036,C12,1
460-00-439854-3,114.30634,30.616932,C12,1
460-00-442781-7,114.26929,30.58536,C12,1
460-00-305626-129,114.20909,30.569532,C12,1
460-00-185048-64,114.28319,30.58819,C12,1
460-00-584586-137,114.26629,30.59352,C12,1
460-00-438317-2,114.27861,30.58064,C12,1
460-00-438307-1,114.21071,30.57342,C12,1
460-00-439883-2,114.28547,30.58419,C12,1
460-00-439393-53,114.29088,30.62598,C12,1
460-00-439441-2,114.10933,30.55282,C12,1
460-00-304107-144,114.282457,30.605549,C12,1
460-00-303105-132,114.23252,30.65261,C12,1
460-00-440055-13,114.33333,30.71972,C12,1
460-00-303498-135,114.16215,30.62195,C12,1
460-00-439672-1,114.25958,30.60467,C12,1
460-00-36014-193,114.149046,30.494006,C12,1
460-00-305361-130,114.10148,30.468212,C12,1
460-00-439502-1,114.27126,30.54785,C12,1
460-00-304107-137,114.282457,30.605549,C12,1
460-00-584414-130,114.176234,30.496461,C12,1
460-00-439238-1,114.33667,30.65917,C12,1
460-00-438528-2,114.11553,30.46838,C12,1
460-00-439366-1,114.14869,30.60554,C12,1
460-00-439156-2,114.15079,30.486328,C12,1
460-00-305076-132,114.31172,30.64276,C12,1
460-00-435417-2,114.268401,30.539713,C12,1
460-00-305348-130,114.287901,30.69957,C12,1
460-00-185406-64,114.25821,30.61532,C12,1
460-00-439305-1,114.28472,30.59361,C12,1
460-00-438324-2,114.27219,30.58184,C12,1
460-00-308260-133,114.29508,30.60128,C12,1
460-00-439862-2,114.254791,30.605571,C12,1
460-00-584034-141,114.15792,30.51322,C12,1
460-00-305210-129,114.06321,30.459154,C12,1
460-00-584586-144,114.26582,30.59471,C12,1
460-00-439873-1,114.287445,30.593489,C12,1
460-00-442781-9,114.26929,30.58536,C12,1
460-00-438279-1,114.26884,30.582301,C12,1
460-00-184952-65,114.26697,30.596384,C12,1
460-00-439360-2,114.24395,30.55173,C12,1
460-00-185395-66,114.289007,30.599469,C12,1
460-00-439021-3,114.26869,30.645868,C12,1
460-00-584609-134,114.304896,30.608871,C12,1
460-00-438424-2,114.28841,30.58083,C12,1
460-00-307792-131,114.24902,30.572712,C12,1
460-00-186218-65,114.16383,30.507729,C12,1
460-00-305078-145,114.27134,30.68249,C12,1
460-00-305626-131,114.20906,30.56948,C12,1
460-00-436201-5,114.27432,30.57004,C12,1
460-00-439594-2,114.198801,30.53504,C12,1
460-00-438695-12,114.19447,30.576225,C12,1
460-00-439590-1,114.07661,30.46314,C12,1
460-00-36056-192,114.216041,30.567657,C12,1
460-00-584586-143,114.26726,30.59427,C12,1
460-00-305283-130,114.16342,30.49531,C12,1
460-00-305031-136,114.28371,30.58574,C12,1
460-00-185301-65,114.25007,30.607117,C12,1
460-00-584034-131,114.15803,30.51347,C12,1
460-00-305800-130,114.22821,30.58187,C12,1
460-00-439543-2,114.21645,30.49098,C12,1
460-00-434347-1,114.14547,30.483006,C12,1
460-00-712839-194,114.29111,30.61475,C12,1
460-00-439831-1,114.25856,30.59813,C12,1
460-00-303399-138,114.27189,30.57184,C12,1
460-00-710013-199,114.250101,30.62035,C12,1
460-00-304537-130,114.15578,30.52695,C12,1
460-00-439294-3,114.21887,30.54871,C12,1
460-00-439760-1,114.300058,30.607838,C12,1
460-00-438846-3,114.31052,30.62847,C12,1
460-00-305774-135,114.15856,30.521301,C12,1
460-00-303498-131,114.16215,30.62195,C12,1
460-00-186044-64,114.15338,30.51558,C12,1
460-00-439711-3,114.290955,30.587542,C12,1
460-00-439888-3,114.34864,30.62275,C12,1
460-00-439127-2,114.19218,30.54158,C12,1
460-00-439327-1,114.15937,30.50723,C12,1
460-00-439474-2,114.18675,30.46414,C12,1
460-00-439413-3,114.21601,30.55122,C12,1
460-00-438471-1,114.27686,30.566833,C12,1
460-00-439221-1,114.13999,30.47063,C12,1
460-00-185210-66,114.271701,30.581797,C12,1
460-00-584687-128,114.273544,30.564627,C12,1
460-00-439511-3,114.15982,30.52172,C12,1
460-00-434485-128,114.25361,30.58222,C12,1
460-00-305537-138,114.14402,30.603598,C12,1
460-00-185659-67,114.249292,30.619469,C12,1
460-00-438914-6,114.19035,30.61019,C12,1
460-00-305078-133,114.27139,30.68228,C12,1
460-00-304107-142,114.282457,30.605549,C12,1
460-00-443411-1,114.20821,30.571703,C12,1
460-00-305078-144,114.27139,30.68228,C12,1
460-00-438514-1,114.17291,30.516628,C12,1
460-00-185290-64,114.25783,30.552797,C12,1
460-00-438380-17,114.23971,30.58447,C12,1
460-00-439540-2,114.15734,30.49318,C12,1
460-00-439176-4,114.21295,30.61377,C12,1
460-00-185275-65,114.30054,30.606276,C12,1
460-00-303399-132,114.27189,30.57184,C12,1
460-00-185204-65,114.28266,30.58097,C12,1
460-00-307939-129,114.22659,30.526527,C12,1
460-00-434485-19,114.25363,30.582036,C12,1
460-00-439683-17,114.29154,30.579458,C12,1
460-00-438718-1,114.12468,30.46213,C12,1
460-00-442546-2,114.25771,30.61508,C12,1
460-00-583739-128,114.276895,30.566841,C12,1
460-00-184944-64,114.27652,30.603792,C12,1
460-00-434349-1,114.12171,30.47054,C12,1
460-00-584313-129,114.28701,30.58471,C12,1
460-00-438320-3,114.29669,30.58898,C12,1
460-00-435880-3,114.24357,30.63345,C12,1
460-00-439802-1,114.28713,30.57288,C12,1
460-00-583823-135,114.215805,30.657248,C12,1
460-00-439367-3,114.252301,30.651974,C12,1
460-00-186965-64,114.20401,30.565418,C12,1
460-00-440115-16,114.29281,30.58212,C12,1
460-00-185421-64,114.31411,30.629145,C12,1
460-00-439839-18,114.260544,30.58297,C12,1
460-00-438692-3,114.12613,30.46585,C12,1
460-00-439599-2,114.21924,30.57367,C12,1
460-00-186943-64,114.27301,30.67031,C12,1
460-00-184947-66,114.27702,30.590181,C12,1
460-00-439205-1,114.23152,30.56285,C12,1
460-00-185559-65,114.26665,30.572195,C12,1
460-00-439148-2,114.265343,30.606345,C12,1
460-00-35770-192,114.210765,30.604309,C12,1
460-00-305655-131,114.32015,30.623909,C12,1
460-00-435417-1,114.26843,30.539705,C12,1
460-00-34952-194,114.122856,30.653019,C12,1
460-00-438339-8,114.20242,30.56123,C12,1
460-00-439222-3,114.13641,30.46895,C12,1
460-00-438769-1,114.15761,30.49604,C12,1
460-00-438586-4,114.29122,30.57549,C12,1
460-00-305218-130,114.10257,30.465889,C12,1
460-00-710013-201,114.250101,30.62035,C12,1
460-00-305231-136,114.22409,30.484596,C12,1
460-00-36239-195,114.28311,30.58556,C12,1
460-00-36192-194,114.25137,30.64826,C12,1
460-00-435244-2,114.09329,30.424812,C12,1
460-00-438432-3,114.24123,30.60864,C12,1
460-00-185438-64,114.242714,30.578194,C12,1
460-00-185090-66,114.28649,30.58015,C12,1
460-00-185440-67,114.26006,30.548431,C12,1
460-00-439617-3,114.21105,30.50662,C12,1
460-00-438891-2,114.24611,30.61456,C12,1
460-00-304845-132,114.23956,30.57747,C12,1
460-00-184954-65,114.268585,30.582668,C12,1
460-00-439116-3,114.17508,30.51878,C12,1
460-00-584414-136,114.176234,30.496461,C12,1
460-00-185549-66,114.15916,30.513437,C12,1
460-00-35759-200,114.23653,30.575424,C12,1
460-00-439320-2,114.14593,30.501236,C12,1
460-00-439262-1,114.27306,30.60114,C12,1
460-00-303315-130,114.24348,30.53421,C12,1
460-00-439227-3,114.17094,30.45828,C12,1
460-00-185301-64,114.250015,30.60702,C12,1
460-00-439814-1,114.28081,30.60219,C12,1
460-00-439862-1,114.254791,30.605571,C12,1
460-00-34987-200,114.21461,30.59236,C12,1
460-00-185543-65,114.27174,30.574968,C12,1
460-00-443417-3,114.217224,30.566479,C12,1
460-00-439839-2,114.26062,30.58301,C12,1
460-00-439853-13,114.32757,30.63781,C12,1
460-00-185005-69,114.25741,30.591408,C12,1
460-00-436014-1,114.19351,30.57262,C12,1
460-00-304771-132,114.268311,30.56868,C12,1
460-00-308168-129,114.25495,30.56747,C12,1
460-00-438317-1,114.27861,30.58064,C12,1
460-00-303728-131,114.267811,30.539096,C12,1
460-00-435180-9,114.28468,30.570265,C12,1
460-00-303399-139,114.27189,30.57184,C12,1
460-00-439810-3,114.26565,30.62273,C12,1
460-00-304370-131,114.09517,30.46611,C12,1
460-00-303948-145,114.22009,30.620268,C12,1
460-00-440202-4,114.12988,30.47807,C12,1
460-00-185078-65,114.27331,30.60498,C12,1
460-00-306708-131,114.19791,30.57319,C12,1
460-00-305773-138,114.154979,30.520376,C12,1
460-00-438504-1,114.20143,30.56611,C12,1
460-00-584693-128,114.245383,30.587303,C12,1
460-00-439360-1,114.24395,30.55173,C12,1
460-00-304317-131,114.292046,30.706974,C12,1
460-00-184952-64,114.266914,30.596325,C12,1
460-00-186292-65,114.25812,30.61045,C12,1
460-00-304739-129,114.20369,30.561035,C12,1
460-00-185644-64,114.14726,30.492256,C12,1
460-00-564602-66,114.13195,30.47518,C12,1
460-00-184948-64,114.250801,30.616436,C12,1
460-00-303803-131,114.34048,30.71732,C12,1
460-00-440132-2,114.27934,30.58918,C12,1
460-00-438811-3,114.15061,30.49278,C12,1
460-00-185176-65,114.316401,30.622692,C12,1
460-00-439895-1,114.31409,30.70337,C12,1
460-00-442742-17,114.268902,30.585815,C12,1
460-00-307784-129,114.21478,30.612206,C12,1
460-00-564538-64,114.33607,30.71951,C12,1
460-00-435451-3,114.33853,30.65924,C12,1
460-00-438281-1,114.27611,30.58139,C12,1
460-00-184897-65,114.25675,30.603708,C12,1
460-00-186132-66,114.247414,30.587068,C12,1
460-00-304107-138,114.282457,30.605549,C12,1
460-00-438903-3,114.24658,30.619707,C12,1
460-00-440166-10,114.25932,30.58723,C12,1
460-00-304670-132,114.10813,30.550798,C12,1
460-00-308061-130,114.12544,30.47599,C12,1
460-00-439372-1,114.27012,30.58918,C12,1
460-00-439280-3,114.25827,30.610449,C12,1
460-00-304542-130,114.12936,30.48176,C12,1
460-00-185573-72,114.252785,30.620333,C12,1
460-00-303104-135,114.23252,30.65261,C12,1
460-00-303657-129,114.24531,30.62181,C12,1
460-00-438850-3,114.33535,30.64521,C12,1
460-00-438376-2,114.18532,30.58787,C12,1
460-00-305283-131,114.16342,30.49531,C12,1
460-00-442742-2,114.26929,30.58536,C12,1
460-00-303352-130,114.24686,30.53653,C12,1
460-00-439886-2,114.32212,30.658926,C12,1
460-00-304532-129,114.24239,30.556654,C12,1
460-00-439775-1,114.298706,30.592714,C12,1
460-00-305227-131,114.18834,30.59999,C12,1
460-00-439589-3,114.07498,30.45909,C12,1
460-00-564538-66,114.33607,30.71951,C12,1
460-00-440191-2,114.270084,30.576459,C12,1
460-00-438400-2,114.29681,30.60939,C12,1
460-00-439595-1,114.19655,30.53007,C12,1
460-00-564680-67,114.106995,30.549461,C12,1
460-00-304107-135,114.282457,30.605549,C12,1
460-00-439825-3,114.223465,30.593933,C12,1
460-00-186236-67,114.120922,30.644317,C12,1
460-00-438343-5,114.26595,30.58221,C12,1
460-00-187346-66,114.24639,30.572344,C12,1
460-00-435451-6,114.33853,30.65924,C12,1
460-00-303803-129,114.34048,30.71732,C12,1
460-00-435651-3,114.20285,30.56328,C12,1
460-00-438678-3,114.15443,30.61332,C12,1
460-00-36132-194,114.263398,30.674808,C12,1
460-00-36192-192,114.25137,30.64826,C12,1
460-00-305488-135,114.28463,30.58041,C12,1
460-00-438882-3,114.17008,30.50561,C12,1
460-00-439553-1,114.21623,30.55078,C12,1
460-00-308147-141,114.251901,30.58476,C12,1
460-00-186237-65,114.121001,30.64702,C12,1
460-00-439511-2,114.15982,30.52172,C12,1
460-00-305773-135,114.154979,30.520376,C12,1
460-00-584649-130,114.26444,30.610489,C12,1
460-00-436011-2,114.322458,30.637456,C12,1
460-00-304518-130,114.265926,30.607495,C12,1
460-00-439795-2,114.30944,30.61251,C12,1
460-00-438467-2,114.27185,30.60279,C12,1
460-00-439309-1,114.235581,30.606851,C12,1
460-00-710013-206,114.250101,30.62035,C12,1
460-00-440138-1,114.28718,30.58108,C12,1
460-00-185034-66,114.27264,30.577345,C12,1
460-00-439760-3,114.300058,30.607838,C12,1
460-00-305709-129,114.21732,30.59652,C12,1
460-00-584287-138,114.25314,30.58078,C12,1
460-00-439792-11,114.28342,30.582602,C12,1
460-00-304518-132,114.265926,30.607495,C12,1
460-00-184945-66,114.26816,30.573538,C12,1
460-00-435014-11,114.27143,30.57144,C12,1
460-00-438514-3,114.17295,30.51655,C12,1
460-00-583998-138,114.15581,30.52222,C12,1
460-00-305488-139,114.28463,30.58041,C12,1
460-00-442742-15,114.268902,30.585815,C12,1
460-00-442742-13,114.268902,30.585815,C12,1
460-00-303582-136,114.20402,30.54827,C12,1
460-00-435014-2,114.27143,30.57144,C12,1
460-00-443419-1,114.28372,30.57716,C12,1
460-00-435684-12,114.25467,30.58071,C12,1
460-00-439281-1,114.30717,30.63017,C12,1
460-00-435482-2,114.26026,30.63111,C12,1
460-00-442505-8,114.25681,30.58174,C12,1
460-00-185570-65,114.27242,30.583714,C12,1
